fund_code,fund_name,latest_net_value,latest_total_value,history_net_value,history_total_value,daily_growth_value,daily_growth_rate,latest_date,history_date,update_time
007194,长城短债A,1.2073,1.2073,1.2058,1.2058,0.0015,0.12,2025-04-06,2025-04-06,2025-04-06 17:24:22
007195,长城短债C,1.1966,1.1966,1.1951,1.1951,0.0015,0.13,2025-04-06,2025-04-06,2025-04-06 17:24:22
007196,平安惠合纯债,1.0869,1.1919,1.0852,1.1902,0.0017,0.16,2025-04-06,2025-04-06,2025-04-06 17:24:22
007197,富国中债1-5年农发行债券指数A,1.0744,1.2254,1.0715,1.2225,0.0029,0.27,2025-04-06,2025-04-06,2025-04-06 17:24:22
007198,富国中债1-5年农发行债券指数C,1.0652,1.2162,1.0624,1.2134,0.0028,0.26,2025-04-06,2025-04-06,2025-04-06 17:24:22
007199,永赢泰利债券A,1.1163,1.1353,1.1130,1.1320,0.0033,0.30,2025-04-06,2025-04-06,2025-04-06 00:36:37
007200,永赢泰利债券C,1.2176,1.3116,1.2140,1.3080,0.0036,0.30,2025-04-06,2025-04-06,2025-04-06 00:36:37
007201,民生加银聚益纯债,1.0773,1.1924,1.0749,1.1900,0.0024,0.22,2025-04-06,2025-04-06,2025-04-06 17:24:22
007202,天弘优质成长企业A,1.8969,1.8969,1.8723,1.8723,0.0246,1.31,2025-08-12,2025-08-12,2025-08-12 14:58:18
007203,银河新动能混合A,1.7091,1.7091,1.6856,1.6856,0.0235,1.39,2025-08-12,2025-08-12,2025-08-12 14:58:18
007204,银华美元债精选债券(QDII)A,1.0942,1.1482,1.0931,1.1471,0.0011,0.10,2025-04-06,2025-04-06,2025-04-06 17:24:22
007205,银华美元债精选债券(QDII)C,1.0703,1.1243,1.0693,1.1233,0.0010,0.09,2025-04-06,2025-04-06,2025-04-06 17:24:22
007206,银华丰华三个月定开债,1.0308,1.1978,1.0284,1.1954,0.0024,0.23,2025-04-06,2025-04-06,2025-04-06 17:24:22
007208,中邮中债1-3年久期央企20A,1.0361,1.1881,1.0349,1.1869,0.0012,0.12,2025-04-06,2025-04-06,2025-04-06 17:24:22
007209,中邮中债1-3年久期央企20C,1.0335,1.1765,1.0323,1.1753,0.0012,0.12,2025-04-06,2025-04-06,2025-04-06 17:24:22
007210,华商瑞丰短债债券C,1.0725,1.1542,1.0714,1.1531,0.0011,0.10,2025-04-06,2025-04-06,2025-04-06 17:24:22
007211,汇安中短债债券E,1.0454,1.0504,1.0454,1.0504,0.0000,0.00,2025-04-06,2025-04-06,2025-04-06 17:24:22
007213,华安安平6个月定开债,1.1405,1.2401,1.1402,1.2398,0.0003,0.03,2025-04-06,2025-04-06,2025-04-06 17:24:22
007215,国寿安保泰荣纯债债券,1.1235,1.1875,1.1215,1.1855,0.0020,0.18,2025-04-06,2025-04-06,2025-04-06 17:24:22
007217,浙商智能行业优选混合C,1.2338,1.5153,1.2290,1.5105,0.0048,0.39,2025-08-12,2025-08-12,2025-08-12 14:58:19
007218,蜂巢添幂中短债A,1.0811,1.1811,1.0802,1.1802,0.0009,0.08,2025-04-06,2025-04-06,2025-04-06 17:24:22
007219,蜂巢添幂中短债C,1.0614,1.1614,1.0605,1.1605,0.0009,0.08,2025-04-06,2025-04-06,2025-04-06 17:24:22
007220,天弘华享三个月定开债,1.0459,1.2197,1.0434,1.2172,0.0025,0.24,2025-04-06,2025-04-06,2025-04-06 17:24:22
007221,摩根锦程均衡养老三年持有混合(FOF)A,1.1920,1.1920,1.1893,1.1893,0.0027,0.23,2025-04-06,2025-04-06,2025-04-06 17:24:22
007223,工银中证500ETF联接C,1.2072,1.2072,1.1955,1.1955,0.0117,0.98,2025-08-12,2025-08-12,2025-08-12 14:58:18
007224,浙商惠泉3个月定开债A,1.0435,1.1514,1.0414,1.1493,0.0021,0.20,2025-04-06,2025-04-06,2025-04-06 17:24:22
007225,浙商惠泉3个月定开债C,1.0410,1.1408,1.0389,1.1387,0.0021,0.20,2025-04-06,2025-04-06,2025-04-06 17:24:22
007226,海富通中短债债券C,1.1136,1.1136,1.1127,1.1127,0.0009,0.08,2025-04-06,2025-04-06,2025-04-06 17:24:22
007227,海富通中短债债券A,1.1651,1.1651,1.1641,1.1641,0.0010,0.09,2025-04-06,2025-04-06,2025-04-06 17:24:22
007228,华安中债7-10年国开债A,1.1925,1.2658,1.1854,1.2587,0.0071,0.60,2025-04-06,2025-04-06,2025-04-06 00:36:37
007229,华安中债7-10年国开债C,1.3631,2.0404,1.3549,2.0322,0.0082,0.61,2025-04-06,2025-04-06,2025-04-06 00:36:37
007230,兴全沪深300指数(LOF)C,2.5125,2.5125,2.5091,2.5091,0.0034,0.14,2025-08-12,2025-08-12,2025-08-12 14:58:19
007231,国泰民安养老目标日期2040三年持有期混合FOFA,1.3431,1.3431,1.3242,1.3242,0.0189,1.43,2025-08-12,2025-08-12,2025-08-12 14:58:18
007232,万家平衡养老目标三年(FOF)A,1.2211,1.2211,1.2163,1.2163,0.0048,0.39,2025-04-06,2025-04-06,2025-04-06 00:36:37
007233,金鹰鑫益混合E,1.0929,1.2949,1.0914,1.2934,0.0015,0.14,2025-08-12,2025-08-12,2025-08-12 14:58:19
007235,广发聚利债券C,1.3847,1.7200,1.3815,1.7168,0.0032,0.23,2025-04-06,2025-04-06,2025-04-06 17:24:22
007238,平安养老目标日期2035三年持有混合(FOF)A,1.2339,1.2819,1.2301,1.2781,0.0038,0.31,2025-04-06,2025-04-06,2025-04-06 00:36:37
007239,平安养老目标日期2035三年持有混合(FOF)C,1.2166,1.2636,1.2129,1.2599,0.0037,0.31,2025-04-06,2025-04-06,2025-04-06 00:36:37
007240,申万菱信安泰瑞利中短债C,1.1017,1.1632,1.1007,1.1622,0.0010,0.09,2025-04-06,2025-04-06,2025-04-06 17:24:22
007241,中欧预见养老2050五年持有(FOF)A,1.2897,1.2897,1.2818,1.2818,0.0079,0.62,2025-04-06,2025-04-06,2025-04-06 00:36:37
007242,中欧预见养老2050五年持有(FOF)C,1.2742,1.2742,1.2665,1.2665,0.0077,0.61,2025-04-06,2025-04-06,2025-04-06 00:36:37
007243,安信核心竞争力混合A,1.7384,1.7384,1.7339,1.7339,0.0045,0.26,2025-08-12,2025-08-12,2025-08-12 14:58:19
007244,安信核心竞争力混合C,1.7115,1.7115,1.7071,1.7071,0.0044,0.26,2025-08-12,2025-08-12,2025-08-12 14:58:19
007245,安信鑫日享中短债A,1.1324,1.1862,1.1318,1.1856,0.0006,0.05,2025-04-06,2025-04-06,2025-04-06 17:24:22
007246,安信鑫日享中短债C,1.1153,1.1686,1.1148,1.1681,0.0005,0.04,2025-04-06,2025-04-06,2025-04-06 17:24:22
007247,易方达汇智稳健养老一年持有混合(FOF)A,1.1733,1.1733,1.1709,1.1709,0.0024,0.20,2025-04-06,2025-04-06,2025-04-06 17:24:22
007249,广发均衡养老三年持有混合(FOF)A,1.1889,1.1889,1.1817,1.1817,0.0072,0.61,2025-04-06,2025-04-06,2025-04-06 00:36:37
007250,广发养老2050五年持有混合发起式(FOF)A,1.1641,1.1641,1.1546,1.1546,0.0095,0.82,2025-04-06,2025-04-06,2025-04-06 00:36:37
007251,广发睿享稳健增利混合A,0.9987,0.9987,0.9963,0.9963,0.0024,0.24,2025-08-12,2025-08-12,2025-08-12 14:58:19
007252,广发中债农发债总指数A,1.0625,1.2263,1.0578,1.2216,0.0047,0.44,2025-04-06,2025-04-06,2025-04-06 00:36:37
007253,广发中债农发债总指数C,1.0617,1.2244,1.0569,1.2196,0.0048,0.45,2025-04-06,2025-04-06,2025-04-06 00:36:37
007254,广发均衡价值混合A,1.8202,1.8202,1.8183,1.8183,0.0019,0.10,2025-08-12,2025-08-12,2025-08-12 14:58:19
007255,华宝稳健养老(FOF)A,1.2366,1.2366,1.2360,1.2360,0.0006,0.05,2025-04-06,2025-04-06,2025-04-06 17:24:22
007256,广发汇阳三个月定期开放债券,1.0198,1.1504,1.0170,1.1476,0.0028,0.28,2025-04-06,2025-04-06,2025-04-06 17:24:22
007259,民生加银1-3年农发行债,1.0626,1.1741,1.0604,1.1719,0.0022,0.21,2025-04-06,2025-04-06,2025-04-06 17:24:22
007260,国投瑞银顺祺纯债,1.0616,1.2066,1.0580,1.2030,0.0036,0.34,2025-04-06,2025-04-06,2025-04-06 00:36:37
007262,东方红聚利债券A,1.4318,1.4318,1.4293,1.4293,0.0025,0.17,2025-08-12,2025-08-12,2025-08-12 14:58:19
007263,东方红聚利债券C,1.3982,1.3982,1.3957,1.3957,0.0025,0.18,2025-08-12,2025-08-12,2025-08-12 14:58:19
007271,鹏华养老2045三年持有混合发起式(FOF)A,1.4904,1.4904,1.4873,1.4873,0.0031,0.21,2025-08-12,2025-08-12,2025-08-12 14:58:19
007272,景顺稳健养老目标三年混合(FOF)A,1.2175,1.2175,1.2161,1.2161,0.0014,0.12,2025-08-12,2025-08-12,2025-08-12 14:58:19
007275,银河沪深300指数增强A,1.4964,1.5584,1.4911,1.5531,0.0053,0.36,2025-08-12,2025-08-12,2025-08-12 14:58:19
007276,银河沪深300指数增强C,1.4520,1.5130,1.4469,1.5079,0.0051,0.35,2025-08-12,2025-08-12,2025-08-12 14:58:19
007277,恒生前海消费升级混合,1.0229,1.0229,1.0113,1.0113,0.0116,1.15,2025-08-12,2025-08-12,2025-08-12 14:58:18
007278,国泰兴富三个月定开债,1.0131,1.2007,1.0121,1.1997,0.0010,0.10,2025-04-06,2025-04-06,2025-04-06 17:24:22
007279,永赢众利债券A,1.1832,1.2407,1.1782,1.2357,0.0050,0.42,2025-04-06,2025-04-06,2025-04-06 00:36:37
007282,华夏鼎淳债券A,1.1564,1.2099,1.1556,1.2091,0.0008,0.07,2025-04-06,2025-04-06,2025-04-06 17:24:22
007283,华夏鼎淳债券C,1.1302,1.1837,1.1294,1.1829,0.0008,0.07,2025-04-06,2025-04-06,2025-04-06 17:24:22
007284,工银中债1-5年进出口行A,1.0704,1.1788,1.0679,1.1763,0.0025,0.23,2025-04-06,2025-04-06,2025-04-06 17:24:22
007285,工银中债1-5年进出口行C,1.0689,1.1728,1.0664,1.1703,0.0025,0.23,2025-04-06,2025-04-06,2025-04-06 17:24:22
007287,合煦智远消费主题股票发起式A,1.1307,1.1307,1.1195,1.1195,0.0112,1.00,2025-08-12,2025-08-12,2025-08-12 14:58:18
007288,合煦智远消费主题股票发起式C,1.0954,1.0954,1.0847,1.0847,0.0107,0.99,2025-08-12,2025-08-12,2025-08-12 14:58:18
007289,汇添富中债1-3年农发债A,1.0389,1.1927,1.0371,1.1909,0.0018,0.17,2025-04-06,2025-04-06,2025-04-06 17:24:22
007290,汇添富中债1-3年农发债C,1.0347,1.1875,1.0330,1.1858,0.0017,0.16,2025-04-06,2025-04-06,2025-04-06 17:24:22
007291,汇丰晋信港股通双核策略混合,1.5381,1.5381,1.5264,1.5264,0.0117,0.77,2025-08-12,2025-08-12,2025-08-12 14:58:18
007292,民生加银兴盈债券,1.0967,1.1985,1.0945,1.1963,0.0022,0.20,2025-04-06,2025-04-06,2025-04-06 17:24:22
007293,长信利信混合C,1.2350,1.2350,1.2270,1.2270,0.0080,0.65,2025-08-12,2025-08-12,2025-08-12 14:58:19
007294,长信利信混合E,1.2650,1.2650,1.2570,1.2570,0.0080,0.64,2025-08-12,2025-08-12,2025-08-12 14:58:19
007295,天弘安益债券A,1.0817,1.2257,1.0800,1.2240,0.0017,0.16,2025-04-06,2025-04-06,2025-04-06 17:24:22
007297,大成养老2040(FOF)A,1.1282,1.1282,1.1242,1.1242,0.0040,0.36,2025-04-06,2025-04-06,2025-04-06 00:36:37
007298,大成养老2040(FOF)C,1.1025,1.1025,1.0986,1.0986,0.0039,0.35,2025-04-06,2025-04-06,2025-04-06 00:36:37
007300,国联安中证半导体ETF联接A,2.1666,2.1666,2.1505,2.1505,0.0161,0.75,2025-08-12,2025-08-12,2025-08-12 14:58:18
007301,国联安中证半导体ETF联接C,2.1285,2.1285,2.1127,2.1127,0.0158,0.75,2025-08-12,2025-08-12,2025-08-12 14:58:18
007302,华宝宝盛债券A,1.0663,1.1853,1.0652,1.1842,0.0011,0.10,2025-04-06,2025-04-06,2025-04-06 17:24:22
007303,京管泰富优势混合A,1.3767,1.3867,1.3383,1.3483,0.0384,2.87,2025-10-02,2025-10-02,2025-10-02 11:21:15
007304,京管泰富优势混合C,1.3663,1.3763,1.3282,1.3382,0.0381,2.87,2025-10-02,2025-10-02,2025-10-02 11:21:15
007305,国联安新科技混合,1.6094,1.7294,1.5809,1.7009,0.0285,1.80,2025-08-12,2025-08-12,2025-08-12 14:58:18
007306,华泰柏瑞基本面智选A,1.3656,1.3656,1.3558,1.3558,0.0098,0.72,2025-08-12,2025-08-12,2025-08-12 14:58:18
007307,华泰柏瑞基本面智选C,1.3382,1.3382,1.3287,1.3287,0.0095,0.71,2025-08-12,2025-08-12,2025-08-12 14:58:18
007310,银华尊尚稳健养老混合(FOF)A,1.0926,1.0926,1.0905,1.0905,0.0021,0.19,2025-04-06,2025-04-06,2025-04-06 17:24:22
007311,方正富邦添利纯债A,1.0136,1.2069,1.0113,1.2046,0.0023,0.23,2025-04-06,2025-04-06,2025-04-06 17:24:22
007312,方正富邦添利纯债C,1.0171,1.1964,1.0147,1.1940,0.0024,0.24,2025-04-06,2025-04-06,2025-04-06 17:24:22
007315,汇安嘉盈一年持有期债券A,0.9270,0.9270,0.9262,0.9262,0.0008,0.09,2025-08-12,2025-08-12,2025-08-12 14:58:19
007316,交银可转债债券A,1.6398,1.6398,1.6202,1.6202,0.0196,1.21,2025-08-12,2025-08-12,2025-08-12 14:58:18
007317,交银可转债债券C,1.6004,1.6004,1.5813,1.5813,0.0191,1.21,2025-08-12,2025-08-12,2025-08-12 14:58:18
007318,中银民丰回报混合,1.2130,1.2330,1.2159,1.2359,-0.0029,-0.24,2025-04-06,2025-04-06,2025-04-06 17:54:45
007319,嘉实汇达中短债债券A,1.0716,1.1886,1.0693,1.1863,0.0023,0.22,2025-04-06,2025-04-06,2025-04-06 17:24:22
007320,嘉实汇达中短债债券C,1.0677,1.1772,1.0655,1.1750,0.0022,0.21,2025-04-06,2025-04-06,2025-04-06 17:24:22
007321,鹏华金利债券A,1.0950,1.2251,1.0928,1.2229,0.0022,0.20,2025-04-06,2025-04-06,2025-04-06 17:24:22
007323,永赢久利债券,1.0297,1.1685,1.0254,1.1642,0.0043,0.42,2025-04-06,2025-04-06,2025-04-06 00:36:37
007324,鑫元中债1-3年国开行债券指数A,1.1203,1.1758,1.1188,1.1743,0.0015,0.13,2025-04-06,2025-04-06,2025-04-06 17:24:22
007325,鑫元中债1-3年国开行债券指数C,1.1133,1.1686,1.1118,1.1671,0.0015,0.13,2025-04-06,2025-04-06,2025-04-06 17:24:22
007326,国投瑞银新增长混合C,1.4416,1.7753,1.4400,1.7737,0.0016,0.11,2025-04-06,2025-04-06,2025-04-06 17:24:22
007327,前海联合泳辉纯债A,1.1197,1.1997,1.1165,1.1965,0.0032,0.29,2025-04-06,2025-04-06,2025-04-06 17:24:22
007328,招商添盈纯债E,1.2466,1.2466,1.2445,1.2445,0.0021,0.17,2025-04-06,2025-04-06,2025-04-06 17:24:22
007329,摩根瑞益纯债债券A,1.1264,1.1564,1.1253,1.1553,0.0011,0.10,2025-04-06,2025-04-06,2025-04-06 17:24:22
007330,摩根瑞益纯债债券C,1.1181,1.1481,1.1170,1.1470,0.0011,0.10,2025-04-06,2025-04-06,2025-04-06 17:24:22
007331,国泰惠融纯债债券,1.0822,1.1942,1.0790,1.1910,0.0032,0.30,2025-04-06,2025-04-06,2025-04-06 00:36:37
007332,嘉合磐昇纯债A,1.1308,1.2008,1.1279,1.1979,0.0029,0.26,2025-04-06,2025-04-06,2025-04-06 17:24:22
007333,嘉合磐昇纯债C,1.1183,1.1883,1.1154,1.1854,0.0029,0.26,2025-04-06,2025-04-06,2025-04-06 17:24:22
007335,中银中债1-3年期农发行债,1.0410,1.1669,1.0388,1.1647,0.0022,0.21,2025-04-06,2025-04-06,2025-04-06 17:24:22
007336,汇安嘉盛纯债债券A,1.0199,1.1574,1.0183,1.1558,0.0016,0.16,2025-04-06,2025-04-06,2025-04-06 17:24:22
007337,汇安嘉盛纯债债券C,1.0193,1.1311,1.0177,1.1295,0.0016,0.16,2025-04-06,2025-04-06,2025-04-06 17:24:22
007338,前海联合泳辉纯债C,1.4170,1.4970,1.4129,1.4929,0.0041,0.29,2025-04-06,2025-04-06,2025-04-06 17:24:22
007339,易方达沪深300ETF联接C,1.6334,1.6334,1.6268,1.6268,0.0066,0.41,2025-08-12,2025-08-12,2025-08-12 14:58:19
007340,南方科技创新混合A,1.9718,1.9718,1.9468,1.9468,0.0250,1.28,2025-08-12,2025-08-12,2025-08-12 14:58:18
007341,南方科技创新混合C,1.8710,1.8710,1.8474,1.8474,0.0236,1.28,2025-08-12,2025-08-12,2025-08-12 14:58:18
007342,国投瑞银顺臻纯债债券A,1.1140,1.2040,1.1111,1.2011,0.0029,0.26,2025-04-06,2025-04-06,2025-04-06 17:24:22
007343,嘉实科技创新混合,2.8471,2.8471,2.8428,2.8428,0.0043,0.15,2025-08-12,2025-08-12,2025-08-12 14:58:19
007345,富国科技创新灵活配置混合,1.3981,1.3981,1.3794,1.3794,0.0187,1.36,2025-08-12,2025-08-12,2025-08-12 14:58:18
007346,易方达科技创新混合,2.8976,2.8976,2.8504,2.8504,0.0472,1.66,2025-08-12,2025-08-12,2025-08-12 14:58:18
007347,永赢昌利债券A,1.1112,1.1982,1.1095,1.1965,0.0017,0.15,2025-04-06,2025-04-06,2025-04-06 17:24:22
007348,永赢昌利债券C,1.1344,1.1544,1.1326,1.1526,0.0018,0.16,2025-04-06,2025-04-06,2025-04-06 17:24:22
007349,华夏科技创新混合A,1.3768,1.3768,1.3606,1.3606,0.0162,1.19,2025-08-12,2025-08-12,2025-08-12 14:58:18
007350,华夏科技创新混合C,1.3260,1.3260,1.3106,1.3106,0.0154,1.18,2025-08-12,2025-08-12,2025-08-12 14:58:18
007351,永赢同利债券A,1.0975,1.1434,1.0966,1.1425,0.0009,0.08,2025-04-06,2025-04-06,2025-04-06 17:24:22
007352,永赢同利债券C,1.0842,1.1301,1.0834,1.1293,0.0008,0.07,2025-04-06,2025-04-06,2025-04-06 17:24:22
007353,工银科技创新混合,1.7632,1.7632,1.7463,1.7463,0.0169,0.97,2025-08-12,2025-08-12,2025-08-12 14:58:18
007354,创金合信港股通量化股票A,0.9574,0.9574,0.9542,0.9542,0.0032,0.34,2025-08-12,2025-08-12,2025-08-12 14:58:19
007355,汇添富科技创新混合A,2.7002,2.7002,2.6651,2.6651,0.0351,1.32,2025-08-12,2025-08-12,2025-08-12 14:58:18
007356,汇添富科技创新混合C,2.5674,2.5674,2.5341,2.5341,0.0333,1.31,2025-08-12,2025-08-12,2025-08-12 14:58:18
007357,创金合信港股通量化股票C,0.9226,0.9226,0.9196,0.9196,0.0030,0.33,2025-08-12,2025-08-12,2025-08-12 14:58:19
007360,易方达中短期美元债(QDII)A人民币,1.1837,1.1837,1.1840,1.1840,-0.0003,-0.03,2025-04-06,2025-04-06,2025-04-06 17:24:22
007361,易方达中短期美元债(QDII)C人民币,1.1637,1.1637,1.1640,1.1640,-0.0003,-0.03,2025-04-06,2025-04-06,2025-04-06 17:24:22
007362,易方达中短期美元债(QDII)A美元现汇,0.1649,0.1649,0.1650,0.1650,-0.0001,-0.06,2025-04-06,2025-04-06,2025-04-06 17:24:22
007363,易方达中短期美元债(QDII)C美元现汇,0.1621,0.1621,0.1622,0.1622,-0.0001,-0.06,2025-04-06,2025-04-06,2025-04-06 17:24:22
007364,易方达中债1-3年政金债A,1.0036,1.1600,1.0021,1.1585,0.0015,0.15,2025-04-06,2025-04-06,2025-04-06 17:24:22
007365,易方达中债1-3年政金债C,1.0034,1.1558,1.0019,1.1543,0.0015,0.15,2025-04-06,2025-04-06,2025-04-06 17:24:22
007368,浙商沪港深精选混合A,1.1652,1.3252,1.1633,1.3233,0.0019,0.16,2025-08-12,2025-08-12,2025-08-12 14:58:19
007369,浙商沪港深精选混合C,1.1354,1.2859,1.1336,1.2841,0.0018,0.16,2025-08-12,2025-08-12,2025-08-12 14:58:19
007370,华安安嘉定开,1.0460,1.2040,1.0431,1.2011,0.0029,0.28,2025-04-06,2025-04-06,2025-04-06 17:24:22
007371,国联安增瑞政策性金融债纯债A,1.0805,1.2255,1.0789,1.2239,0.0016,0.15,2025-04-06,2025-04-06,2025-04-06 17:24:22
007372,国联安增瑞政策性金融债纯债C,1.0888,1.3508,1.0872,1.3492,0.0016,0.15,2025-04-06,2025-04-06,2025-04-06 17:24:22
007373,永赢卓利债券,1.0580,1.1949,1.0560,1.1929,0.0020,0.19,2025-04-06,2025-04-06,2025-04-06 17:24:22
007374,永赢淳利债券,1.1404,1.1772,1.1385,1.1753,0.0019,0.17,2025-04-06,2025-04-06,2025-04-06 17:24:22
007375,西部利得聚利6个月定开债A,1.1368,1.2248,1.1346,1.2226,0.0022,0.19,2025-04-06,2025-04-06,2025-04-06 17:24:22
007376,西部利得聚利6个月定开债C,1.1145,1.1990,1.1124,1.1969,0.0021,0.19,2025-04-06,2025-04-06,2025-04-06 17:24:22
007377,西部利得聚享一年定开债券A,1.2592,1.2592,1.2579,1.2579,0.0013,0.10,2025-04-06,2025-04-06,2025-04-06 17:24:22
007378,西部利得聚享一年定开债券C,1.2269,1.2269,1.2256,1.2256,0.0013,0.11,2025-04-06,2025-04-06,2025-04-06 17:24:22
007379,易方达上证50ETF联接基金A,1.1598,1.1598,1.1583,1.1583,0.0015,0.13,2025-04-06,2025-04-06,2025-04-06 17:24:22
007380,易方达上证50ETF联接基金C,1.1531,1.1531,1.1516,1.1516,0.0015,0.13,2025-04-06,2025-04-06,2025-04-06 17:24:22
007381,国融融信消费严选混合A,0.7624,0.8124,0.7500,0.8000,0.0124,1.65,2025-08-12,2025-08-12,2025-08-12 14:58:18
007382,国融融信消费严选混合C,0.7512,0.8012,0.7390,0.7890,0.0122,1.65,2025-08-12,2025-08-12,2025-08-12 14:58:18
007383,国融稳益债券A,1.0732,1.0732,1.0719,1.0719,0.0013,0.12,2025-04-06,2025-04-06,2025-04-06 17:24:22
007384,国融稳益债券C,1.0646,1.0646,1.0633,1.0633,0.0013,0.12,2025-04-06,2025-04-06,2025-04-06 17:24:22
007385,华泰保兴安盈定开混合,1.3697,1.3697,1.3694,1.3694,0.0003,0.02,2025-04-06,2025-04-06,2025-04-06 17:24:22
007386,浙商中证500增强C,1.6483,1.6483,1.6343,1.6343,0.0140,0.86,2025-08-12,2025-08-12,2025-08-12 14:58:18
007387,融通通慧混合C,1.5874,1.5874,1.5877,1.5877,-0.0003,-0.02,2025-04-06,2025-04-06,2025-04-06 17:24:22
007388,摩根研究驱动股票A,1.0081,1.0081,1.0057,1.0057,0.0024,0.24,2025-08-12,2025-08-12,2025-08-12 14:58:19
007389,摩根研究驱动股票C,0.9673,0.9673,0.9650,0.9650,0.0023,0.24,2025-08-12,2025-08-12,2025-08-12 14:58:19
007390,上银中债1-3年农发行债券指数,1.0405,1.1440,1.0376,1.1411,0.0029,0.28,2025-04-06,2025-04-06,2025-04-06 17:24:22
007391,申万菱信安泰丰利债券A,1.2238,1.2238,1.2242,1.2242,-0.0004,-0.03,2025-04-06,2025-04-06,2025-04-06 17:24:22
007392,申万菱信安泰丰利债券C,1.2184,1.2184,1.2189,1.2189,-0.0005,-0.04,2025-04-06,2025-04-06,2025-04-06 17:24:22
007393,上银未来生活灵活配置混合A,1.4906,1.4906,1.4763,1.4763,0.0143,0.97,2025-08-12,2025-08-12,2025-08-12 14:58:18
007394,东兴兴财短债债券A,1.1050,1.1050,1.1013,1.1013,0.0037,0.34,2025-04-06,2025-04-06,2025-04-06 00:36:37
007395,东兴兴财短债债券C,1.0876,1.0876,1.0839,1.0839,0.0037,0.34,2025-04-06,2025-04-06,2025-04-06 00:36:37
007396,广发景辉纯债,1.0104,1.1660,1.0077,1.1633,0.0027,0.27,2025-04-06,2025-04-06,2025-04-06 17:24:22
007398,兴全磐稳增利债券C,1.4087,2.0927,1.4064,2.0904,0.0023,0.16,2025-08-12,2025-08-12,2025-08-12 14:58:19
007401,浦银颐和稳健养老一年(FOF)A,1.1374,1.1374,1.1352,1.1352,0.0022,0.19,2025-04-06,2025-04-06,2025-04-06 17:24:22
007402,浦银颐和稳健养老一年(FOF)C,1.1133,1.1133,1.1112,1.1112,0.0021,0.19,2025-04-06,2025-04-06,2025-04-06 17:24:22
007404,华宝沪深300指数增强C,1.4841,1.7231,1.4801,1.7191,0.0040,0.27,2025-08-12,2025-08-12,2025-08-12 14:58:19
007405,华宝中证A100ETF联接C,1.3813,1.6513,1.3762,1.6462,0.0051,0.37,2025-08-12,2025-08-12,2025-08-12 14:58:19
007406,银河睿鑫债券,1.0497,1.1467,1.0492,1.1462,0.0005,0.05,2025-04-06,2025-04-06,2025-04-06 17:24:22
007407,农银养老2035混合(FOF)A,1.1105,1.1105,1.1080,1.1080,0.0025,0.23,2025-04-06,2025-04-06,2025-04-06 17:24:22
007408,鹏扬淳开债券A,1.0364,1.2244,1.0337,1.2217,0.0027,0.26,2025-04-06,2025-04-06,2025-04-06 17:24:22
007409,鹏扬淳开债券C,1.0344,1.2014,1.0317,1.1987,0.0027,0.26,2025-04-06,2025-04-06,2025-04-06 17:24:22
007412,景顺长城绩优成长混合A,1.0059,1.0059,1.0001,1.0001,0.0058,0.58,2025-08-12,2025-08-12,2025-08-12 14:58:19
007413,长城中证500指数增强C,1.5213,1.7613,1.4971,1.7371,0.0242,1.62,2025-08-12,2025-08-12,2025-08-12 14:58:18
007414,长江安盈中短债六个月定开A,1.1332,1.1832,1.1324,1.1824,0.0008,0.07,2025-04-06,2025-04-06,2025-04-06 17:24:22
007415,南方致远混合A,1.4073,1.4073,1.4096,1.4096,-0.0023,-0.16,2025-04-06,2025-04-06,2025-04-06 17:24:22
007416,南方致远混合C,1.3587,1.3587,1.3609,1.3609,-0.0022,-0.16,2025-04-06,2025-04-06,2025-04-06 17:24:22
007417,泰康信用精选债券A,1.1475,1.2126,1.1447,1.2098,0.0028,0.24,2025-04-06,2025-04-06,2025-04-06 17:24:22
007418,泰康信用精选债券C,1.1343,1.1956,1.1315,1.1928,0.0028,0.25,2025-04-06,2025-04-06,2025-04-06 17:24:22
007419,国寿安保泰弘纯债债券,1.1198,1.1999,1.1180,1.1981,0.0018,0.16,2025-04-06,2025-04-06,2025-04-06 17:24:22
007423,西部利得聚禾混合A,1.0877,1.0877,1.0726,1.0726,0.0151,1.41,2025-08-12,2025-08-12,2025-08-12 14:58:18
