fund_code,fund_name,latest_net_value,latest_total_value,history_net_value,history_total_value,daily_growth_value,daily_growth_rate,latest_date,history_date,update_time
006941,国泰惠盈纯债债券A,1.0590,1.1944,1.0512,1.1866,0.0078,0.74,2025-04-06,2025-04-06,2025-04-06 00:36:37
006944,永赢悦利债券,1.0214,1.1391,1.0173,1.1350,0.0041,0.40,2025-04-06,2025-04-06,2025-04-06 00:36:37
006946,宝盈聚享定期开放债券,1.0413,1.2121,1.0389,1.2097,0.0024,0.23,2025-04-06,2025-04-06,2025-04-06 17:24:22
006947,华宝中短债债券A,1.1914,1.2114,1.1896,1.2096,0.0018,0.15,2025-04-06,2025-04-06,2025-04-06 17:24:22
006948,华宝中短债债券C,1.1628,1.1828,1.1610,1.1810,0.0018,0.16,2025-04-06,2025-04-06,2025-04-06 17:24:22
006952,中银景元回报混合,1.3528,1.3728,1.3457,1.3657,0.0071,0.53,2025-08-12,2025-08-12,2025-08-12 14:58:19
006953,华安安业债券A,1.1076,1.4190,1.1057,1.4171,0.0019,0.17,2025-04-06,2025-04-06,2025-04-06 17:24:22
006954,华安安业债券C,1.1100,1.4115,1.1081,1.4096,0.0019,0.17,2025-04-06,2025-04-06,2025-04-06 17:24:22
006955,国泰惠富纯债债券A,1.0617,1.1703,1.0588,1.1674,0.0029,0.27,2025-04-06,2025-04-06,2025-04-06 17:24:22
006959,浦银中债3-5年农发债指数A,1.0086,1.1946,1.0062,1.1922,0.0024,0.24,2025-04-06,2025-04-06,2025-04-06 17:24:22
006960,浦银中债3-5年农发债指数C,1.0060,1.1900,1.0037,1.1877,0.0023,0.23,2025-04-06,2025-04-06,2025-04-06 17:24:22
006961,南方中债7-10年国开行债券指数A,1.3551,1.4051,1.3461,1.3961,0.0090,0.67,2025-04-06,2025-04-06,2025-04-06 00:36:37
006962,南方中债7-10年国开行债券指数C,1.3471,1.3971,1.3382,1.3882,0.0089,0.67,2025-04-06,2025-04-06,2025-04-06 00:36:37
006963,中加颐瑾定开债券A,1.0393,1.1833,1.0362,1.1802,0.0031,0.30,2025-04-06,2025-04-06,2025-04-06 00:36:37
006964,中加颐瑾定开债券C,1.0000,1.0000,1.0000,1.0000,0.0000,0.00,2025-04-06,2025-04-06,2025-04-06 17:24:22
006965,财通安瑞短债债券A,1.2082,1.2152,1.2078,1.2148,0.0004,0.03,2025-04-06,2025-04-06,2025-04-06 17:24:22
006966,财通安瑞短债债券C,1.1943,1.2006,1.1939,1.2002,0.0004,0.03,2025-04-06,2025-04-06,2025-04-06 17:24:22
006969,圆信永丰高端制造混合,1.9541,1.9541,1.9126,1.9126,0.0415,2.17,2025-08-12,2025-08-12,2025-08-12 14:58:18
006970,广发景利纯债A,1.0350,1.2471,1.0329,1.2450,0.0021,0.20,2025-04-06,2025-04-06,2025-04-06 17:24:22
006972,金鹰民安回报定开A,0.9836,1.3488,0.9697,1.3349,0.0139,1.43,2025-08-12,2025-08-12,2025-08-12 14:58:18
006973,太平睿盈混合A,1.0863,1.3363,1.0845,1.3345,0.0018,0.17,2025-08-12,2025-08-12,2025-08-12 14:58:19
006974,金鹰鑫日享债券A,1.0554,1.2464,1.0547,1.2457,0.0007,0.07,2025-04-06,2025-04-06,2025-04-06 17:24:22
006975,金鹰鑫日享债券C,1.0531,1.2391,1.0524,1.2384,0.0007,0.07,2025-04-06,2025-04-06,2025-04-06 17:24:22
006976,鹏华核心优势混合A,2.8859,2.8859,2.8480,2.8480,0.0379,1.33,2025-10-02,2025-10-02,2025-10-02 11:18:04
006978,泰康安欣纯债债券A,1.1109,1.1875,1.1081,1.1847,0.0028,0.25,2025-04-06,2025-04-06,2025-04-06 17:24:22
006980,国寿安保泰恒纯债债券,1.1646,1.2611,1.1616,1.2581,0.0030,0.26,2025-04-06,2025-04-06,2025-04-06 17:24:22
006981,中金新医药股票A,1.6400,1.6400,1.6204,1.6204,0.0196,1.21,2025-08-12,2025-08-12,2025-08-12 14:58:18
006984,兴全恒瑞定开债券发起式,1.0161,1.2289,1.0145,1.2273,0.0016,0.16,2025-04-06,2025-04-06,2025-04-06 17:24:22
006985,兴全恒裕债券A,1.1688,1.2248,1.1663,1.2223,0.0025,0.21,2025-04-06,2025-04-06,2025-04-06 17:24:22
006986,平安季添盈定开债A,1.0899,1.2168,1.0883,1.2152,0.0016,0.15,2025-04-06,2025-04-06,2025-04-06 17:24:22
006987,平安季添盈定开债C,1.0882,1.2063,1.0865,1.2046,0.0017,0.16,2025-04-06,2025-04-06,2025-04-06 17:24:22
006988,平安季添盈定开债E,1.0844,1.1989,1.0827,1.1972,0.0017,0.16,2025-04-06,2025-04-06,2025-04-06 17:24:22
006989,建信中短债纯债债券A,1.0581,1.2188,1.0574,1.2181,0.0007,0.07,2025-04-06,2025-04-06,2025-04-06 17:24:22
006990,建信中短债纯债债券C,1.0545,1.1960,1.0538,1.1953,0.0007,0.07,2025-04-06,2025-04-06,2025-04-06 17:24:22
006991,民生加银康宁稳健养老目标一年持有混合(FOF)A,1.2196,1.2196,1.2180,1.2180,0.0016,0.13,2025-04-06,2025-04-06,2025-04-06 17:24:22
006992,嘉合锦创优势精选混合,1.5743,1.5743,1.5702,1.5702,0.0041,0.26,2025-08-12,2025-08-12,2025-08-12 14:58:19
006993,鑫元承利三个月定开债,1.0581,1.2073,1.0566,1.2058,0.0015,0.14,2025-04-06,2025-04-06,2025-04-06 17:24:22
006994,国泰瑞安三个月定期开放债券,1.0796,1.2109,1.0773,1.2086,0.0023,0.21,2025-04-06,2025-04-06,2025-04-06 17:24:22
006995,南方惠利6个月定开债A,1.2477,1.2877,1.2461,1.2861,0.0016,0.13,2025-04-06,2025-04-06,2025-04-06 17:24:22
006996,南方惠利6个月定开债C,1.2176,1.2576,1.2160,1.2560,0.0016,0.13,2025-04-06,2025-04-06,2025-04-06 17:24:22
006997,平安惠添纯债债券,1.0711,1.2123,1.0689,1.2101,0.0022,0.21,2025-04-06,2025-04-06,2025-04-06 17:24:22
006998,广发景兴中短债A,1.0699,1.1826,1.0696,1.1823,0.0003,0.03,2025-04-06,2025-04-06,2025-04-06 17:24:22
006999,广发景兴中短债C,1.0643,1.1660,1.0640,1.1657,0.0003,0.03,2025-04-06,2025-04-06,2025-04-06 17:24:22
007000,鹏华中债1-3年国开行债券指数A,1.0685,1.1983,1.0666,1.1964,0.0019,0.18,2025-04-06,2025-04-06,2025-04-06 17:24:22
007001,鹏华中债1-3年国开行债券指数C,1.0664,1.1978,1.0645,1.1959,0.0019,0.18,2025-04-06,2025-04-06,2025-04-06 17:24:22
007005,中金新医药股票C,1.5939,1.5939,1.5748,1.5748,0.0191,1.21,2025-08-12,2025-08-12,2025-08-12 14:58:18
007010,国寿安保中债1-3年指数A,1.0353,1.1853,1.0341,1.1841,0.0012,0.12,2025-04-06,2025-04-06,2025-04-06 17:24:22
007011,国寿安保中债1-3年指数C,1.0344,1.1844,1.0331,1.1831,0.0013,0.13,2025-04-06,2025-04-06,2025-04-06 17:24:22
007014,嘉合磐泰短债A,1.1352,1.2052,1.1350,1.2050,0.0002,0.02,2025-04-06,2025-04-06,2025-04-06 17:24:22
007015,嘉合磐泰短债C,1.1301,1.1901,1.1299,1.1899,0.0002,0.02,2025-04-06,2025-04-06,2025-04-06 17:24:22
007017,平安如意中短债A,1.0824,1.2267,1.0816,1.2259,0.0008,0.07,2025-04-06,2025-04-06,2025-04-06 17:24:22
007018,平安如意中短债C,1.0798,1.2197,1.0790,1.2189,0.0008,0.07,2025-04-06,2025-04-06,2025-04-06 17:24:22
007019,平安如意中短债E,1.0757,1.2028,1.0749,1.2020,0.0008,0.07,2025-04-06,2025-04-06,2025-04-06 17:24:22
007020,华安添鑫中短债C,1.1686,1.1686,1.1681,1.1681,0.0005,0.04,2025-04-06,2025-04-06,2025-04-06 17:24:22
007021,嘉实中债1-3政金债指数A,1.0285,1.1786,1.0263,1.1764,0.0022,0.21,2025-04-06,2025-04-06,2025-04-06 17:24:22
007022,嘉实中债1-3政金债指数C,1.0275,1.1705,1.0252,1.1682,0.0023,0.22,2025-04-06,2025-04-06,2025-04-06 17:24:22
007023,中银证券安泽债券A,1.1428,1.1648,1.1422,1.1642,0.0006,0.05,2025-04-06,2025-04-06,2025-04-06 17:24:22
007024,中银证券安泽债券C,1.1505,1.1725,1.1498,1.1718,0.0007,0.06,2025-04-06,2025-04-06,2025-04-06 17:24:22
007025,南方鑫利3个月定开债,1.2535,1.2535,1.2505,1.2505,0.0030,0.24,2025-04-06,2025-04-06,2025-04-06 17:24:22
007026,建信中债1-3年国开债A,1.0708,1.1978,1.0696,1.1966,0.0012,0.11,2025-04-06,2025-04-06,2025-04-06 17:24:22
007027,建信中债1-3年国开债C,1.0662,1.1922,1.0650,1.1910,0.0012,0.11,2025-04-06,2025-04-06,2025-04-06 17:24:22
007028,易方达中证500ETF联接发起式A,1.5124,1.5124,1.4969,1.4969,0.0155,1.04,2025-08-12,2025-08-12,2025-08-12 14:58:18
007029,易方达中证500ETF联接发起式C,1.5023,1.5023,1.4869,1.4869,0.0154,1.04,2025-08-12,2025-08-12,2025-08-12 14:58:18
007032,平安可转债债券A,1.2378,1.2378,1.2285,1.2285,0.0093,0.76,2025-08-12,2025-08-12,2025-08-12 14:58:18
007033,平安可转债债券C,1.2086,1.2086,1.1995,1.1995,0.0091,0.76,2025-08-12,2025-08-12,2025-08-12 14:58:18
007034,中科沃土沃安中短利率C,1.0866,1.2503,1.0863,1.2500,0.0003,0.03,2025-04-06,2025-04-06,2025-04-06 17:24:22
007035,中银中债1-3年期国开行债券指数A,1.0649,1.1611,1.0636,1.1598,0.0013,0.12,2025-04-06,2025-04-06,2025-04-06 17:24:22
007037,海富通聚合纯债,1.0820,1.1879,1.0784,1.1843,0.0036,0.33,2025-04-06,2025-04-06,2025-04-06 00:36:37
007040,前海联合泳隆混合C,1.0792,1.0792,1.0606,1.0606,0.0186,1.75,2025-08-12,2025-08-12,2025-08-12 14:58:18
007042,前海联合泳隽混合C,1.4623,1.5423,1.4497,1.5297,0.0126,0.87,2025-08-12,2025-08-12,2025-08-12 14:58:18
007043,前海联合泓鑫混合C,2.5103,2.7713,2.4903,2.7513,0.0200,0.80,2025-08-12,2025-08-12,2025-08-12 14:58:18
007044,博道沪深300指数增强A,1.6052,1.6052,1.5985,1.5985,0.0067,0.42,2025-08-12,2025-08-12,2025-08-12 14:58:19
007045,博道沪深300指数增强C,1.5654,1.5654,1.5589,1.5589,0.0065,0.42,2025-08-12,2025-08-12,2025-08-12 14:58:19
007046,方正富邦创新动力混合C,0.5672,0.5672,0.5616,0.5616,0.0056,1.00,2025-08-12,2025-08-12,2025-08-12 14:58:18
007047,长城核心优势混合A,1.3446,1.3946,1.3304,1.3804,0.0142,1.07,2025-08-12,2025-08-12,2025-08-12 14:58:18
007048,平安安心灵活配置混合C,0.8106,1.0906,0.8089,1.0889,0.0017,0.21,2025-08-12,2025-08-12,2025-08-12 14:58:19
007049,平安鑫安混合E,1.4729,1.4729,1.4537,1.4537,0.0192,1.32,2025-08-12,2025-08-12,2025-08-12 14:58:18
007050,鑫元恒利三个月定开债,1.0663,1.2103,1.0642,1.2082,0.0021,0.20,2025-04-06,2025-04-06,2025-04-06 17:24:22
007053,平安季开鑫定开债A,1.2791,1.2791,1.2770,1.2770,0.0021,0.16,2025-04-06,2025-04-06,2025-04-06 17:24:22
007054,平安季开鑫定开债C,1.2597,1.2597,1.2576,1.2576,0.0021,0.17,2025-04-06,2025-04-06,2025-04-06 17:24:22
007055,平安季开鑫定开债E,1.2613,1.2613,1.2593,1.2593,0.0020,0.16,2025-04-06,2025-04-06,2025-04-06 17:24:22
007056,银华积极精选混合,1.4464,1.4464,1.4421,1.4421,0.0043,0.30,2025-08-12,2025-08-12,2025-08-12 14:58:19
007057,中泰蓝月短债A,1.1589,1.1589,1.1586,1.1586,0.0003,0.03,2025-04-06,2025-04-06,2025-04-06 17:24:22
007058,中泰蓝月短债C,1.1459,1.1459,1.1456,1.1456,0.0003,0.03,2025-04-06,2025-04-06,2025-04-06 17:24:22
007059,汇添富养老2040五年持有混合(FOF)A,1.3180,1.3180,1.3142,1.3142,0.0038,0.29,2025-04-06,2025-04-06,2025-04-06 17:24:22
007060,汇添富养老2050混合(FOF)A,1.2924,1.2924,1.2879,1.2879,0.0045,0.35,2025-04-06,2025-04-06,2025-04-06 00:36:37
007063,长盛研发回报混合,1.4105,1.4105,1.4069,1.4069,0.0036,0.26,2025-08-12,2025-08-12,2025-08-12 14:58:19
007064,浦银安盛上清所优选短融A,1.0528,1.1458,1.0524,1.1454,0.0004,0.04,2025-04-06,2025-04-06,2025-04-06 17:24:22
007065,浦银安盛上清所优选短融C,1.0423,1.1353,1.0419,1.1349,0.0004,0.04,2025-04-06,2025-04-06,2025-04-06 17:24:22
007066,浦银安盛先进制造混合A,1.8418,1.8418,1.8179,1.8179,0.0239,1.31,2025-10-02,2025-10-02,2025-10-02 11:18:04
007067,浦银安盛先进制造混合C,1.8053,1.8053,1.7819,1.7819,0.0234,1.31,2025-10-02,2025-10-02,2025-10-02 11:18:04
007068,浦银安盛普丰纯债债券A,1.0217,1.1370,1.0194,1.1347,0.0023,0.23,2025-04-06,2025-04-06,2025-04-06 17:24:22
007069,浦银安盛普丰纯债债券C,1.1221,1.7111,1.1196,1.7086,0.0025,0.22,2025-04-06,2025-04-06,2025-04-06 17:24:22
007070,博时颐泽稳健养老(FOF)A,1.1536,1.1536,1.1509,1.1509,0.0027,0.23,2025-04-06,2025-04-06,2025-04-06 17:24:22
007071,博时颐泽稳健养老(FOF)C,1.1193,1.1193,1.1166,1.1166,0.0027,0.24,2025-04-06,2025-04-06,2025-04-06 17:24:22
007072,民生加银鑫福混合C,1.1460,1.1460,1.1380,1.1380,0.0080,0.70,2025-04-06,2025-04-06,2025-04-06 00:36:37
007073,海富通上清所短融债券C,1.0743,1.1356,1.0741,1.1354,0.0002,0.02,2025-04-06,2025-04-06,2025-04-06 17:24:22
007074,国寿安保新蓝筹混合,1.1190,1.1190,1.1103,1.1103,0.0087,0.78,2025-08-12,2025-08-12,2025-08-12 14:58:18
007075,富国产业债券C,1.1939,1.3379,1.1919,1.3359,0.0020,0.17,2025-04-06,2025-04-06,2025-04-06 17:24:22
007076,汇添富中证医药ETF联接A,0.9921,0.9921,0.9852,0.9852,0.0069,0.70,2025-08-12,2025-08-12,2025-08-12 14:58:18
007077,汇添富中证医药ETF联接C,0.9672,0.9672,0.9605,0.9605,0.0067,0.70,2025-08-12,2025-08-12,2025-08-12 14:58:18
007078,工银3-5年国开债指数A,1.1332,1.2538,1.1297,1.2503,0.0035,0.31,2025-04-06,2025-04-06,2025-04-06 00:36:37
007079,工银3-5年国开债指数C,1.1306,1.2482,1.1272,1.2448,0.0034,0.30,2025-04-06,2025-04-06,2025-04-06 00:36:37
007082,平安高端制造混合A,1.5284,1.5284,1.4888,1.4888,0.0396,2.66,2025-08-12,2025-08-12,2025-08-12 14:58:18
007083,平安高端制造混合C,1.4475,1.4475,1.4100,1.4100,0.0375,2.66,2025-08-12,2025-08-12,2025-08-12 14:58:18
007085,招商瑞庆混合C,1.0328,1.3128,1.0317,1.3117,0.0011,0.11,2025-08-12,2025-08-12,2025-08-12 14:58:19
007086,永赢汇利六个月定开债,1.0615,1.1601,1.0582,1.1568,0.0033,0.31,2025-04-06,2025-04-06,2025-04-06 00:36:37
007088,民生加银恒裕债券,1.0070,1.1531,1.0040,1.1501,0.0030,0.30,2025-04-06,2025-04-06,2025-04-06 00:36:37
007089,国投瑞银中证500指数量化增强C,2.2987,2.2987,2.2776,2.2776,0.0211,0.93,2025-08-12,2025-08-12,2025-08-12 14:58:18
007090,海富通稳健养老目标一年持有混合(FOF)A,1.2525,1.2525,1.2495,1.2495,0.0030,0.24,2025-04-06,2025-04-06,2025-04-06 17:24:22
007092,鑫元中债3-5年国开行债券指数A,1.0289,1.2095,1.0260,1.2066,0.0029,0.28,2025-04-06,2025-04-06,2025-04-06 17:24:22
007093,鑫元中债3-5年国开行债券指数C,1.0817,1.2024,1.0786,1.1993,0.0031,0.29,2025-04-06,2025-04-06,2025-04-06 17:24:22
007094,建信中债国开行债A,1.0369,1.2369,1.0346,1.2346,0.0023,0.22,2025-04-06,2025-04-06,2025-04-06 17:24:22
007095,建信中债国开行债C,1.0336,1.2306,1.0313,1.2283,0.0023,0.22,2025-04-06,2025-04-06,2025-04-06 17:24:22
007096,大成沪深300指数C,1.0622,1.3019,1.0581,1.2978,0.0041,0.39,2025-08-12,2025-08-12,2025-08-12 14:58:19
007097,汇添富中债1-3年国开债A,1.0391,1.1933,1.0363,1.1905,0.0028,0.27,2025-04-06,2025-04-06,2025-04-06 17:24:22
007098,汇添富中债1-3年国开债C,1.0383,1.1870,1.0356,1.1843,0.0027,0.26,2025-04-06,2025-04-06,2025-04-06 17:24:22
007099,安信尊享添益债券C,1.2211,1.2211,1.2201,1.2201,0.0010,0.08,2025-04-06,2025-04-06,2025-04-06 17:24:22
007100,中银添利债券发起E,1.3928,1.5428,1.3916,1.5416,0.0012,0.09,2025-04-06,2025-04-06,2025-04-06 17:24:22
007101,中欧远见两年定开混合C,0.7469,1.3776,0.7449,1.3756,0.0020,0.27,2025-08-12,2025-08-12,2025-08-12 14:58:19
007104,易方达恒利定期开放债券,1.0969,1.2079,1.0956,1.2066,0.0013,0.12,2025-04-06,2025-04-06,2025-04-06 17:24:22
007105,国泰丰鑫纯债债券A,1.0140,1.1960,1.0128,1.1948,0.0012,0.12,2025-04-06,2025-04-06,2025-04-06 17:24:22
007107,太平MSCI香港价值增强A,1.5277,1.5277,1.5206,1.5206,0.0071,0.47,2025-08-12,2025-08-12,2025-08-12 14:58:19
007108,太平MSCI香港价值增强C,1.4865,1.4865,1.4797,1.4797,0.0068,0.46,2025-08-12,2025-08-12,2025-08-12 14:58:19
007109,南方沪港深核心优势混合A,0.7364,0.7364,0.7353,0.7353,0.0011,0.15,2025-08-12,2025-08-12,2025-08-12 14:58:19
007110,国投瑞银港股通混合A,1.1447,1.1447,1.1400,1.1400,0.0047,0.41,2025-08-12,2025-08-12,2025-08-12 14:58:19
007111,前海联合国民健康混合C,1.2560,1.3310,1.2416,1.3166,0.0144,1.16,2025-08-12,2025-08-12,2025-08-12 14:58:18
007115,金元顺安桉盛债券C,1.1269,1.2666,1.1227,1.2624,0.0042,0.37,2025-08-12,2025-08-12,2025-08-12 14:58:19
007116,华宝政金债债券A,1.0746,1.1796,1.0711,1.1761,0.0035,0.33,2025-04-06,2025-04-06,2025-04-06 00:36:37
007117,华泰紫金丰泰纯债发起A,1.1839,1.1992,1.1833,1.1986,0.0006,0.05,2025-04-06,2025-04-06,2025-04-06 17:24:22
007118,华泰紫金丰泰纯债发起C,1.1722,1.1862,1.1716,1.1856,0.0006,0.05,2025-04-06,2025-04-06,2025-04-06 17:24:22
007119,睿远成长价值混合A,1.4870,1.4870,1.4586,1.4586,0.0284,1.95,2025-08-12,2025-08-12,2025-08-12 14:58:18
007120,睿远成长价值混合C,1.4495,1.4495,1.4219,1.4219,0.0276,1.94,2025-08-12,2025-08-12,2025-08-12 14:58:18
007121,中加裕盈纯债债券A,1.0089,1.1579,1.0084,1.1574,0.0005,0.05,2025-04-06,2025-04-06,2025-04-06 17:24:22
007122,工银1-3年国开债指数A,1.0390,1.1766,1.0373,1.1749,0.0017,0.16,2025-04-06,2025-04-06,2025-04-06 17:24:22
007123,工银1-3年国开债指数C,1.0371,1.1704,1.0354,1.1687,0.0017,0.16,2025-04-06,2025-04-06,2025-04-06 17:24:22
007124,工银1-3年农发债指数A,1.0394,1.1786,1.0376,1.1768,0.0018,0.17,2025-04-06,2025-04-06,2025-04-06 17:24:22
007125,工银1-3年农发债指数C,1.0411,1.1884,1.0394,1.1867,0.0017,0.16,2025-04-06,2025-04-06,2025-04-06 17:24:22
007126,博道远航混合A,1.5928,1.8228,1.5770,1.8070,0.0158,1.00,2025-08-12,2025-08-12,2025-08-12 14:58:18
007127,博道远航混合C,1.5416,1.7716,1.5263,1.7563,0.0153,1.00,2025-08-12,2025-08-12,2025-08-12 14:58:18
007128,天弘增强回报债券A,1.4741,1.4741,1.4727,1.4727,0.0014,0.10,2025-08-12,2025-08-12,2025-08-12 14:58:19
007129,天弘增强回报债券C,1.4380,1.4380,1.4367,1.4367,0.0013,0.09,2025-08-12,2025-08-12,2025-08-12 14:58:19
007130,中庚小盘价值股票,2.5818,2.5818,2.5510,2.5510,0.0308,1.21,2025-08-12,2025-08-12,2025-08-12 14:58:18
007133,嘉实长青竞争优势股票A,0.8622,0.8622,0.8523,0.8523,0.0099,1.16,2025-08-12,2025-08-12,2025-08-12 14:58:18
007134,嘉实长青竞争优势股票C,0.8338,0.8338,0.8242,0.8242,0.0096,1.16,2025-08-12,2025-08-12,2025-08-12 14:58:18
007135,广发中证A100ETF联接A,1.1899,1.1899,1.1854,1.1854,0.0045,0.38,2025-08-12,2025-08-12,2025-08-12 14:58:19
007136,广发中证A100ETF联接C,1.1815,1.1815,1.1770,1.1770,0.0045,0.38,2025-08-12,2025-08-12,2025-08-12 14:58:19
007137,鹏扬元合量化大盘A,1.2692,1.5432,1.2625,1.5365,0.0067,0.53,2025-08-12,2025-08-12,2025-08-12 14:58:19
007138,鹏扬元合量化大盘C,1.1925,1.4545,1.1863,1.4483,0.0062,0.52,2025-08-12,2025-08-12,2025-08-12 14:58:19
007140,富国全球债券(QDII)美元现汇,0.1802,0.1912,0.1799,0.1909,0.0003,0.17,2025-04-06,2025-04-06,2025-04-06 17:24:22
007141,嘉合稳健增长混合A,1.0492,1.0492,1.0405,1.0405,0.0087,0.84,2025-08-12,2025-08-12,2025-08-12 14:58:18
007142,嘉合稳健增长混合C,1.0180,1.0180,1.0096,1.0096,0.0084,0.83,2025-08-12,2025-08-12,2025-08-12 14:58:18
007143,国投瑞银沪深300指数量化增强A,1.3799,1.4589,1.3771,1.4561,0.0028,0.20,2025-08-12,2025-08-12,2025-08-12 14:58:19
007144,国投瑞银沪深300指数量化增强C,1.3487,1.4242,1.3460,1.4215,0.0027,0.20,2025-08-12,2025-08-12,2025-08-12 14:58:19
007145,泰康安和纯债6个月定开债券,1.0805,1.2556,1.0782,1.2533,0.0023,0.21,2025-04-06,2025-04-06,2025-04-06 17:24:22
007146,鹏华研究智选混合,2.1651,2.1651,2.1483,2.1483,0.0168,0.78,2025-08-12,2025-08-12,2025-08-12 14:58:18
007147,博时中债1-3年国开行A,1.0523,1.1825,1.0506,1.1808,0.0017,0.16,2025-04-06,2025-04-06,2025-04-06 17:24:22
007148,博时中债1-3年国开行C,1.0506,1.1746,1.0489,1.1729,0.0017,0.16,2025-04-06,2025-04-06,2025-04-06 17:24:22
007149,南方初元中短债A,1.1707,1.1707,1.1699,1.1699,0.0008,0.07,2025-04-06,2025-04-06,2025-04-06 17:24:22
007150,南方初元中短债C,1.1640,1.1640,1.1632,1.1632,0.0008,0.07,2025-04-06,2025-04-06,2025-04-06 17:24:22
007153,汇添富中证银行ETF联接A,1.3865,1.3865,1.3831,1.3831,0.0034,0.25,2025-04-06,2025-04-06,2025-04-06 17:24:22
007154,汇添富中证银行ETF联接C,1.3792,1.3792,1.3758,1.3758,0.0034,0.25,2025-04-06,2025-04-06,2025-04-06 17:24:22
007155,银河中债央企20债券指数,1.0325,1.1915,1.0305,1.1895,0.0020,0.19,2025-04-06,2025-04-06,2025-04-06 17:24:22
007158,平安合盛定开债,1.0458,1.2088,1.0432,1.2062,0.0026,0.25,2025-04-06,2025-04-06,2025-04-06 17:24:22
007159,南方富元稳健养老目标一年持有混合(FOF)A,1.2129,1.2129,1.2119,1.2119,0.0010,0.08,2025-04-06,2025-04-06,2025-04-06 17:24:22
007160,南方富元稳健养老目标一年持有混合(FOF)C,1.1846,1.1846,1.1837,1.1837,0.0009,0.08,2025-04-06,2025-04-06,2025-04-06 17:24:22
007161,南方恒庆一年定开债,1.0286,1.1113,1.0285,1.1112,0.0001,0.01,2025-04-06,2025-04-06,2025-04-06 17:24:22
007163,浦银安盛环保新能源A,1.7041,1.7041,1.6673,1.6673,0.0368,2.21,2025-08-12,2025-08-12,2025-08-12 14:58:18
007164,浦银安盛环保新能源C,1.6623,1.6623,1.6266,1.6266,0.0357,2.19,2025-08-12,2025-08-12,2025-08-12 14:58:18
007165,华夏中债1-3年政金债指数A,1.0233,1.1853,1.0221,1.1841,0.0012,0.12,2025-04-06,2025-04-06,2025-04-06 17:24:22
007166,华夏中债1-3年政金债指数C,1.0700,1.1884,1.0687,1.1871,0.0013,0.12,2025-04-06,2025-04-06,2025-04-06 17:24:22
007167,华安安和债券A,1.0373,1.2088,1.0362,1.2077,0.0011,0.11,2025-04-06,2025-04-06,2025-04-06 17:24:22
007168,华安安和债券C,1.0479,1.2104,1.0469,1.2094,0.0010,0.10,2025-04-06,2025-04-06,2025-04-06 17:24:22
007169,易方达中债1-3年国开债A,1.0089,1.1866,1.0077,1.1854,0.0012,0.12,2025-04-06,2025-04-06,2025-04-06 17:24:22
007170,易方达中债1-3年国开债C,1.0086,1.1804,1.0073,1.1791,0.0013,0.13,2025-04-06,2025-04-06,2025-04-06 17:24:22
007171,易方达中债3-5年国开行债A,1.0098,1.2258,1.0071,1.2231,0.0027,0.27,2025-04-06,2025-04-06,2025-04-06 17:24:22
007172,易方达中债3-5年国开行债C,1.0096,1.2256,1.0069,1.2229,0.0027,0.27,2025-04-06,2025-04-06,2025-04-06 17:24:22
007173,招商添旭定开债发起式A,1.0486,1.1962,1.0469,1.1945,0.0017,0.16,2025-04-06,2025-04-06,2025-04-06 17:24:22
007175,国联聚通定期开放债券,1.0829,1.2374,1.0805,1.2350,0.0024,0.22,2025-04-06,2025-04-06,2025-04-06 17:24:22
007176,富国泓利纯债债券型发起式C,1.0408,1.2708,1.0390,1.2690,0.0018,0.17,2025-04-06,2025-04-06,2025-04-06 17:24:22
007177,浙商智能行业优选混合A,1.2636,1.5551,1.2586,1.5501,0.0050,0.40,2025-08-12,2025-08-12,2025-08-12 14:58:19
007179,浙商丰顺纯债债券,1.0571,1.1386,1.0536,1.1351,0.0035,0.33,2025-04-06,2025-04-06,2025-04-06 00:36:37
007180,华安中债1-3年政策金融债A,1.0334,1.1856,1.0306,1.1828,0.0028,0.27,2025-04-06,2025-04-06,2025-04-06 17:24:22
007181,华安中债1-3年政策金融债C,1.0319,1.1791,1.0291,1.1763,0.0028,0.27,2025-04-06,2025-04-06,2025-04-06 17:24:22
007184,蜂巢添鑫纯债A,1.0485,1.2230,1.0445,1.2190,0.0040,0.38,2025-04-06,2025-04-06,2025-04-06 00:36:37
007185,蜂巢添鑫纯债C,1.0636,1.2231,1.0595,1.2190,0.0041,0.39,2025-04-06,2025-04-06,2025-04-06 00:36:37
007186,华夏中债3-5年政金债指数A,1.0967,1.1852,1.0924,1.1809,0.0043,0.39,2025-04-06,2025-04-06,2025-04-06 00:36:37
007187,华夏中债3-5年政金债指数C,1.0921,1.1779,1.0878,1.1736,0.0043,0.40,2025-04-06,2025-04-06,2025-04-06 00:36:37
007188,嘉实养老2050混合(FOF)A,1.4467,1.4467,1.4418,1.4418,0.0049,0.34,2025-04-06,2025-04-06,2025-04-06 00:36:37
007189,南华价值启航纯债债券A,1.3489,2.5880,1.3391,2.5782,0.0098,0.73,2025-04-06,2025-04-06,2025-04-06 00:36:37
007190,南华价值启航纯债债券C,1.3607,2.6135,1.3507,2.6035,0.0100,0.74,2025-04-06,2025-04-06,2025-04-06 00:36:37
007192,恒越研究精选混合C,1.7393,1.7393,1.7265,1.7265,0.0128,0.74,2025-08-12,2025-08-12,2025-08-12 14:58:18
007193,恒越核心精选混合C,2.5746,2.5746,2.5417,2.5417,0.0329,1.29,2025-10-02,2025-10-02,2025-10-02 11:18:04
